Temp,Humd,Label
24,34,1
24,34,1
24,34,1
24,36,1
24,38,1
24,39,1
25,45,1
25,47,1
25,48,1
25,48,1
25,47,1
25,47,1
25,46,1
25,44,1
25,44,1
25,43,1
26,43,1
26,42,1
26,41,1
26,40,1
26,39,1
26,39,1
26,39,1
26,39,1
26,39,1
26,38,1
26,38,1
26,38,1
26,38,1
26,38,1
26,38,1
26,37,1
26,37,1
26,37,1
26,37,1
26,37,1
26,37,1
26,37,1
26,37,1
26,36,1
26,36,1
26,36,1
26,36,1
26,36,1
26,36,1
26,36,1
26,36,1
26,36,1
26,36,1
26,36,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,35,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
26,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,35,1
24,34,1
24,35,1
24,35,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
24,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,34,1
25,37,1
25,41,1
25,44,1
25,48,1
25,51,1
25,54,1
26,57,1
26,60,1
26,63,1
26,65,1
26,68,1
27,69,1
27,71,1
27,72,1
27,73,1
28,72,1
28,74,1
28,75,1
28,76,1
28,76,1
28,76,1
28,76,1
29,75,1
29,72,1
29,69,1
29,68,1
29,65,1
29,63,1
29,61,1
29,59,1
29,57,1
29,55,1
29,53,1
29,52,1
29,51,1
29,49,1
29,48,1
29,47,1
29,47,1
29,46,1
29,45,1
29,44,1
29,43,1
29,43,1
29,42,1
29,42,1
29,41,1
29,41,1
29,40,1
29,40,1
28,39,1
28,38,1
28,38,1
28,38,1
28,38,1
28,37,1
28,37,1
28,37,1
28,36,1
28,36,1
28,36,1
28,36,1
28,36,1
28,36,1
28,35,1
28,35,1
25,32,0
-7,50,0
-20,45,0
20,34,0
8,60,0
46,24,0
15,57,0
-26,99,0
-24,41,0
37,16,0
-15,56,0
-32,4,0
13,86,0
-2,44,0
-45,49,0
-35,64,0
25,53,0
24,52,0
-39,99,0
19,36,0
32,3,0
-45,89,0
-30,55,0
-21,47,0
-42,12,0
4,29,0
43,8,0
22,96,0
-34,93,0
-12,0,0
26,14,0
32,13,0
-25,7,0
-24,78,0
36,42,0
33,57,0
-28,23,0
-26,32,0
37,58,0
41,0,0
-20,84,0
-13,68,0
20,29,0
-17,75,0
6,74,0
0,72,0
-6,8,0
5,26,0
-6,44,0
45,8,0
11,12,0
27,56,0
-27,11,0
-22,56,0
30,93,0
-21,45,0
-22,29,0
-50,34,0
-20,25,0
-42,57,0
43,62,0
18,46,0
48,56,0
-43,62,0
50,21,0
22,45,0
-43,78,0
47,54,0
15,23,0
-14,64,0
-7,20,0
48,45,0
12,15,0
-47,28,0
0,4,0
-45,72,0
6,42,0
43,91,0
-25,58,0
-39,61,0
-37,81,0
6,55,0
26,91,0
-4,45,0
-25,89,0
-14,90,0
-12,45,0
-28,45,0
22,99,0
40,90,0
22,95,0
30,82,0
1,54,0
35,21,0
1,17,0
29,10,0
47,38,0
35,48,0
33,40,0
-27,88,0
-4,2,0
46,8,0
-38,87,0
-8,19,0
3,99,0
35,52,0
-34,55,0
5,11,0
12,86,0
32,25,0
-33,33,0
23,9,0
14,61,0
5,75,0
-10,81,0
29,8,0
-41,54,0
43,1,0
-26,57,0
-45,58,0
-43,51,0
-47,52,0
-48,50,0
15,40,0
38,27,0
-47,54,0
-7,62,0
44,40,0
9,36,0
-10,50,0
47,89,0
-41,93,0
40,42,0
22,56,0
15,4,0
-45,26,0
35,28,0
36,63,0
-19,33,0
7,28,0
-18,30,0
12,79,0
-14,8,0
-37,55,0
-42,97,0
-44,85,0
-5,18,0
11,36,0
-29,29,0
-25,66,0
38,92,0
29,1,0
11,65,0
40,42,0
24,55,0
-6,88,0
-42,72,0
8,17,0
40,21,0
-37,31,0
-30,33,0
13,61,0
20,57,0
-43,0,0
46,81,0
18,24,0
-25,92,0
1,16,0
4,98,0
-12,92,0
23,13,0
-35,72,0
-28,23,0
-22,13,0
-42,81,0
17,62,0
24,78,0
-28,3,0
41,75,0
-34,30,0
-40,1,0
-16,97,0
4,13,0
-14,44,0
43,49,0
-23,88,0
19,22,0
27,10,0
-42,96,0
-8,71,0
-24,59,0
-5,29,0
-44,40,0
-18,55,0
-19,29,0
2,63,0
-28,83,0
17,29,0
0,74,0
5,25,0
14,0,0
-31,17,0
-8,72,0
-21,70,0
-50,7,0
28,30,0
48,83,0
46,29,0
16,89,0
46,56,0
-23,58,0
28,82,0
-24,0,0
-6,30,0
24,62,0
-6,21,0
21,78,0
9,21,0
23,24,0
13,46,0
-35,68,0
25,73,0
-47,56,0
49,3,0
-15,62,0
-34,81,0
14,3,0
8,14,0
29,6,0
-50,47,0
-34,7,0
49,39,0
23,21,0
33,19,0
12,93,0
27,76,0
28,23,0
-27,77,0
-46,70,0
21,13,0
20,69,0
24,7,0
-17,34,0
13,80,0
-3,5,0
-8,61,0
24,9,0
-45,49,0
4,82,0
42,14,0
-16,50,0
-20,99,0
38,68,0
-41,17,0
-7,38,0
46,95,0
7,32,0
-29,8,0
29,2,0
-40,13,0
-38,27,0
-34,75,0
5,100,0
16,82,0
3,4,0
-20,91,0
-9,55,0
-20,96,0
-45,1,0
-48,26,0
42,44,0
49,78,0
-9,100,0
17,39,0
-2,56,0
15,3,0
37,17,0
28,46,0
40,100,0
-3,38,0
40,15,0
-45,44,0
7,19,0
36,47,0
-37,64,0
38,79,0
-30,64,0
23,7,0
-5,43,0
47,27,0
29,18,0
0,84,0
24,69,0
-31,45,0
-14,89,0
17,98,0
37,25,0
-35,78,0
47,29,0
-38,76,0
1,95,0
-27,80,0
-46,53,0
21,65,0
48,31,0
-14,43,0
-35,48,0
-1,67,0
12,85,0
-49,69,0
-2,97,0
-35,30,0
40,24,0
-11,16,0
27,58,0
-15,44,0
8,28,0
-1,86,0
49,75,0
-44,100,0
37,4,0
40,3,0
10,57,0
41,27,0
22,5,0
9,35,0
-1,31,0
39,32,0
-39,15,0
-8,59,0
1,13,0
38,4,0
40,12,0
-18,49,0
-12,21,0
16,30,0
8,96,0
-16,11,0
50,44,0
31,20,0
-23,16,0
-9,7,0
20,53,0
9,5,0
-32,20,0
38,50,0
-47,31,0
-30,24,0
27,13,0
-17,37,0
27,50,0
-22,52,0
32,17,0
21,87,0
-1,2,0
-24,90,0
-6,32,0
-1,25,0
39,65,0
34,5,0
35,55,0
-26,62,0
1,56,0
6,72,0
35,91,0
20,19,0
-16,80,0
-19,48,0
30,92,0
49,75,0
50,74,0
5,19,0
1,79,0
-26,41,0
-14,33,0
13,32,0
36,16,0
-20,41,0
-27,41,0
-15,69,0
-36,72,0
-22,50,0
-32,57,0
38,68,0
35,15,0
-21,65,0
46,64,0
16,34,0
-15,82,0
-24,63,0
25,24,0
6,42,0
-26,41,0
8,25,0
-29,85,0
-14,87,0
-35,58,0
-21,85,0
-32,25,0
